Sales,Stock Remaining (%),Avg_consumption Rate (%),Price,AVC,Category,Label
2,0.98,0.12,18.8,9.1,Salad,3
2,0.98,0.07,48.61,14.81,Meat,3
4,0.96,0.2,6.02,3.51,Dessert,3
9,0.91,0.19,24.83,11.75,Meat,3
6,0.94,0.14,11.27,6.0,Salad,3
5,0.95,0.1,47.35,16.3,Fish,3
4,0.96,0.18,13.13,6.12,Pasta,3
6,0.94,0.1,24.13,9.68,Pasta,3
8,0.92,0.08,41.39,13.11,Meat,3
4,0.96,0.18,14.81,7.68,Salad,3
4,0.96,0.1,25.74,12.68,Fish,3
5,0.95,0.12,46.26,25.58,Fish,3
4,0.96,0.05,17.76,8.38,Pasta,3
3,0.97,0.07,16.05,5.86,Pasta,3
9,0.91,0.14,15.45,8.21,Pasta,3
3,0.97,0.01,7.33,2.61,Dessert,3
5,0.95,0.08,8.23,3.54,Dessert,3
5,0.95,0.09,48.59,27.77,Fish,3
2,0.98,0.05,28.09,15.3,Meat,3
4,0.96,0.16,5.7,1.79,Dessert,3
4,0.96,0.16,13.73,7.29,Pasta,3
3,0.97,0.01,44.86,24.12,Fish,3
5,0.95,0.13,7.41,4.35,Dessert,3
5,0.95,0.13,19.26,9.37,Pasta,3
6,0.94,0.03,11.83,6.79,Pasta,3
3,0.97,0.0,16.56,9.7,Salad,3
5,0.95,0.09,21.7,7.54,Pasta,3
6,0.94,0.06,12.14,6.48,Fish,3
6,0.94,0.0,24.34,8.29,Pasta,3
7,0.93,0.04,27.13,14.47,Fish,3
5,0.95,0.03,5.2,2.66,Dessert,3
5,0.95,0.02,17.91,9.34,Pasta,3
3,0.97,0.11,20.14,11.83,Pasta,3
6,0.94,0.02,6.33,3.31,Dessert,3
2,0.98,0.11,34.57,14.63,Meat,3
8,0.92,0.14,19.72,6.67,Pasta,3
4,0.96,0.09,13.54,7.76,Salad,3
4,0.96,0.16,23.05,11.22,Pasta,3
3,0.97,0.18,25.92,15.22,Fish,3
2,0.98,0.11,19.11,11.25,Salad,3
6,0.94,0.06,14.45,7.99,Salad,3
0,1.0,0.18,11.92,5.86,Pasta,3
2,0.98,0.15,18.38,10.06,Salad,3
4,0.96,0.11,20.1,8.31,Pasta,3
4,0.96,0.17,24.64,12.47,Pasta,3
5,0.95,0.01,7.41,4.23,Dessert,3
3,0.97,0.02,9.25,5.48,Dessert,3
4,0.96,0.17,22.58,8.56,Pasta,3
4,0.96,0.18,21.1,10.33,Pasta,3
8,0.92,0.14,8.29,3.93,Dessert,3
2,0.98,0.19,44.55,17.79,Fish,3
4,0.96,0.16,48.16,24.86,Fish,3
1,0.99,0.14,48.25,26.57,Meat,3
5,0.95,0.17,39.41,14.89,Meat,3
5,0.95,0.0,14.02,4.54,Fish,3
2,0.98,0.16,18.82,6.3,Salad,3
1,0.99,0.01,24.54,12.03,Pasta,3
4,0.96,0.15,10.91,4.32,Pasta,3
6,0.94,0.08,8.34,2.96,Dessert,3
4,0.96,0.14,21.95,12.68,Pasta,3
2,0.98,0.16,5.78,2.48,Dessert,3
4,0.96,0.05,7.13,2.18,Dessert,3
6,0.94,0.05,45.8,24.64,Fish,3
6,0.94,0.01,14.55,6.53,Salad,3
7,0.93,0.08,9.75,3.33,Dessert,3
8,0.92,0.15,21.26,7.76,Fish,3
3,0.97,0.15,16.97,6.32,Fish,3
2,0.98,0.04,42.18,21.06,Fish,3
1,0.99,0.01,38.54,13.99,Meat,3
4,0.96,0.14,8.68,4.15,Dessert,3
8,0.92,0.19,37.77,19.34,Fish,3
7,0.93,0.12,12.72,7.07,Salad,3
2,0.98,0.02,41.98,17.42,Fish,3
6,0.94,0.17,38.28,20.84,Fish,3
5,0.95,0.14,5.56,3.25,Dessert,3
2,0.98,0.08,35.57,10.99,Fish,3
1,0.99,0.12,18.97,8.65,Meat,3
4,0.96,0.15,36.83,16.57,Meat,3
5,0.95,0.16,16.81,7.5,Pasta,3
6,0.94,0.02,31.33,15.32,Meat,3
1,0.99,0.11,40.01,13.0,Meat,3
4,0.96,0.11,9.43,2.97,Dessert,3
3,0.97,0.07,19.22,9.62,Salad,3
3,0.97,0.18,18.76,7.73,Salad,3
6,0.94,0.16,7.81,3.72,Dessert,3
4,0.96,0.06,30.25,14.05,Fish,3
6,0.94,0.09,14.8,4.96,Salad,3
7,0.93,0.01,6.76,3.88,Dessert,3
7,0.93,0.03,8.05,3.16,Dessert,3
5,0.95,0.15,13.46,7.66,Salad,3
5,0.95,0.13,22.08,13.0,Pasta,3
5,0.95,0.14,45.19,16.64,Meat,3
3,0.97,0.15,8.39,3.15,Dessert,3
7,0.93,0.15,5.54,2.11,Dessert,3
8,0.92,0.16,45.12,14.01,Meat,3
7,0.93,0.13,11.17,4.21,Pasta,3
5,0.95,0.1,9.62,3.0,Dessert,3
6,0.94,0.04,13.29,5.04,Fish,3
2,0.98,0.06,21.03,9.91,Meat,3
6,0.94,0.03,16.17,7.34,Pasta,3
7,0.93,0.05,19.75,10.4,Salad,3
1,0.99,0.17,27.38,15.54,Fish,3
1,0.99,0.03,17.65,7.93,Salad,3
2,0.98,0.13,16.16,7.76,Salad,3
5,0.95,0.14,6.26,3.34,Dessert,3
4,0.96,0.15,17.97,8.77,Fish,3
3,0.97,0.12,13.05,5.01,Pasta,3
1,0.99,0.04,24.29,11.48,Pasta,3
1,0.99,0.06,15.99,7.99,Salad,3
3,0.97,0.12,20.15,7.23,Pasta,3
7,0.93,0.09,24.6,13.94,Pasta,3
4,0.96,0.11,45.52,14.44,Fish,3
6,0.94,0.14,6.93,2.7,Dessert,3
4,0.96,0.1,8.75,3.78,Dessert,3
3,0.97,0.15,32.82,12.23,Meat,3
6,0.94,0.07,20.02,6.64,Fish,3
2,0.98,0.17,35.96,13.19,Meat,3
6,0.94,0.01,18.49,10.32,Salad,3
4,0.96,0.13,7.89,2.73,Dessert,3
6,0.94,0.15,5.48,2.48,Dessert,3
7,0.93,0.18,13.74,5.54,Salad,3
2,0.98,0.05,37.99,22.36,Fish,3
4,0.96,0.0,20.06,10.68,Meat,3
7,0.93,0.06,38.18,21.11,Meat,3
4,0.96,0.14,16.6,9.9,Salad,3
6,0.94,0.08,16.04,8.51,Pasta,3
8,0.92,0.18,20.28,11.77,Meat,3
5,0.95,0.04,10.82,5.24,Salad,3
9,0.91,0.04,14.42,8.18,Salad,3
3,0.97,0.1,10.13,3.07,Salad,3
3,0.97,0.13,19.47,6.48,Pasta,3
4,0.96,0.01,22.33,7.22,Fish,3
4,0.96,0.16,15.44,7.76,Salad,3
2,0.98,0.04,19.28,10.76,Pasta,3
3,0.97,0.18,9.71,5.41,Dessert,3
4,0.96,0.18,35.22,12.67,Fish,3
4,0.96,0.05,21.55,8.69,Meat,3
5,0.95,0.16,21.41,8.03,Pasta,3
4,0.96,0.09,40.34,19.57,Meat,3
6,0.94,0.1,24.62,10.57,Pasta,3
5,0.95,0.01,16.73,8.15,Salad,3
4,0.96,0.03,20.5,7.65,Pasta,3
6,0.94,0.18,18.93,9.53,Salad,3
6,0.94,0.12,6.69,3.3,Dessert,3
2,0.98,0.04,12.13,4.03,Fish,3
4,0.96,0.11,6.67,2.16,Dessert,3
5,0.95,0.11,15.11,5.29,Meat,3
1,0.99,0.11,16.95,6.89,Fish,3
7,0.93,0.07,21.61,11.42,Meat,3
2,0.98,0.1,16.91,7.64,Pasta,3
4,0.96,0.06,6.98,2.52,Dessert,3
6,0.94,0.04,33.9,11.85,Fish,3
3,0.97,0.06,44.56,24.3,Meat,3
5,0.95,0.08,30.21,15.7,Fish,3
4,0.96,0.17,24.56,12.31,Meat,3
5,0.95,0.1,17.4,6.41,Fish,3
2,0.98,0.03,20.54,7.5,Pasta,3
7,0.93,0.16,9.59,5.55,Dessert,3
4,0.96,0.01,13.06,4.24,Salad,3
8,0.92,0.07,16.23,6.7,Salad,3
7,0.93,0.09,5.2,3.03,Dessert,3
5,0.95,0.1,21.35,12.77,Meat,3
5,0.95,0.15,27.41,8.8,Meat,3
4,0.96,0.05,43.49,17.05,Fish,3
1,0.99,0.02,22.2,8.18,Pasta,3
3,0.97,0.12,18.42,6.61,Salad,3
6,0.94,0.05,7.54,3.76,Dessert,3
4,0.96,0.01,22.19,11.49,Fish,3
7,0.93,0.08,12.86,4.35,Fish,3
7,0.93,0.18,32.81,19.38,Fish,3
4,0.96,0.11,12.26,6.41,Pasta,3
5,0.95,0.1,17.62,10.49,Pasta,3
5,0.95,0.17,36.42,11.09,Meat,3
4,0.96,0.03,23.09,11.94,Pasta,3
3,0.97,0.02,19.1,8.98,Fish,3
4,0.96,0.16,5.75,2.36,Dessert,3
4,0.96,0.12,15.85,4.77,Salad,3
1,0.99,0.04,37.14,15.13,Meat,3
2,0.98,0.02,13.97,6.24,Pasta,3
1,0.99,0.02,14.74,4.58,Salad,3
6,0.94,0.09,25.83,14.0,Meat,3
6,0.94,0.06,34.27,14.91,Fish,3
4,0.96,0.12,16.35,5.17,Pasta,3
5,0.95,0.0,49.54,28.33,Meat,3
6,0.94,0.15,31.01,17.18,Fish,3
6,0.94,0.03,34.54,11.15,Meat,3
7,0.93,0.04,22.09,7.0,Pasta,3
2,0.98,0.07,30.7,15.37,Fish,3
3,0.97,0.16,10.36,6.12,Salad,3
5,0.95,0.16,30.09,16.31,Meat,3
7,0.93,0.17,18.48,6.78,Salad,3
7,0.93,0.09,7.85,4.16,Dessert,3
2,0.98,0.1,18.11,9.63,Fish,3
5,0.95,0.12,29.32,11.68,Meat,3
5,0.95,0.11,11.98,4.73,Salad,3
8,0.92,0.02,39.07,13.05,Fish,3
6,0.94,0.05,11.14,4.14,Pasta,3
2,0.98,0.08,8.63,3.01,Dessert,3
6,0.94,0.19,25.85,7.98,Fish,3
6,0.94,0.06,19.2,10.44,Meat,3
4,0.96,0.09,10.08,4.95,Salad,3
2,0.98,0.16,42.84,18.6,Meat,3
9,0.91,0.08,30.49,18.03,Meat,3
1,0.99,0.11,8.67,5.13,Dessert,3
3,0.97,0.09,18.45,7.36,Salad,3
4,0.96,0.12,44.33,23.85,Fish,3
3,0.97,0.13,49.9,28.56,Meat,3
6,0.94,0.11,21.23,9.27,Fish,3
4,0.96,0.05,35.7,20.51,Meat,3
2,0.98,0.08,48.9,25.52,Meat,3
1,0.99,0.06,17.07,6.95,Salad,3
6,0.94,0.19,22.67,8.71,Fish,3
8,0.92,0.12,15.03,6.74,Salad,3
6,0.94,0.08,22.05,12.4,Meat,3
7,0.93,0.01,6.96,3.3,Dessert,3
3,0.97,0.16,16.57,6.22,Salad,3
6,0.94,0.2,9.91,5.28,Dessert,3
2,0.98,0.09,37.74,20.66,Fish,3
5,0.95,0.0,21.56,12.01,Pasta,3
5,0.95,0.13,25.99,8.54,Meat,3
4,0.96,0.19,30.49,12.79,Fish,3
3,0.97,0.16,17.37,5.89,Pasta,3
4,0.96,0.09,14.06,6.03,Salad,3
5,0.95,0.15,16.2,7.84,Pasta,3
7,0.93,0.02,28.79,16.21,Meat,3
7,0.93,0.15,46.39,27.3,Fish,3
5,0.95,0.09,23.03,7.49,Pasta,3
6,0.94,0.0,5.64,3.15,Dessert,3
4,0.96,0.02,5.03,2.69,Dessert,3
2,0.98,0.03,27.58,14.16,Meat,3
7,0.93,0.04,16.63,6.07,Salad,3
6,0.94,0.05,16.53,5.96,Meat,3
7,0.93,0.16,6.85,2.89,Dessert,3
6,0.94,0.16,7.82,3.75,Dessert,3
3,0.97,0.01,41.67,14.81,Fish,3
4,0.96,0.12,38.67,21.18,Fish,3
5,0.95,0.16,16.35,7.07,Salad,3
2,0.98,0.07,16.63,8.98,Salad,3
6,0.94,0.07,7.03,3.12,Dessert,3
1,0.99,0.12,16.45,6.66,Salad,3
5,0.95,0.04,15.32,7.64,Fish,3
3,0.97,0.12,17.38,7.11,Salad,3
2,0.98,0.0,17.79,5.37,Fish,3
5,0.95,0.12,17.68,10.32,Fish,3
6,0.94,0.0,9.79,3.33,Dessert,3
4,0.96,0.04,12.87,4.13,Salad,3
4,0.96,0.04,43.91,21.63,Fish,3
7,0.93,0.03,11.32,3.83,Salad,3
6,0.94,0.09,18.86,9.06,Salad,3
4,0.96,0.09,23.77,9.74,Fish,3
7,0.93,0.06,18.12,5.82,Salad,3
5,0.95,0.1,17.51,5.98,Salad,3
0,1.0,0.03,5.92,3.04,Dessert,3
4,0.96,0.18,11.47,4.77,Pasta,3
2,0.98,0.13,14.36,8.09,Salad,3
1,0.99,0.12,49.12,19.23,Fish,3
5,0.95,0.12,35.19,19.67,Fish,3
5,0.95,0.01,20.38,7.02,Pasta,3
4,0.96,0.14,19.85,10.24,Meat,3
4,0.96,0.11,43.24,17.95,Fish,3
5,0.95,0.03,22.03,8.14,Fish,3
2,0.98,0.07,22.52,9.44,Meat,3
4,0.96,0.08,12.1,5.58,Salad,3
5,0.95,0.16,16.81,5.25,Pasta,3
5,0.95,0.08,12.73,3.91,Pasta,3
4,0.96,0.14,48.44,22.0,Meat,3
3,0.97,0.12,19.02,7.27,Salad,3
8,0.92,0.02,19.46,9.49,Salad,3
5,0.95,0.0,15.35,7.4,Salad,3
3,0.97,0.11,16.5,7.59,Pasta,3
8,0.92,0.17,9.16,3.08,Dessert,3
7,0.93,0.0,13.03,6.61,Salad,3
3,0.97,0.1,47.09,19.89,Meat,3
10,0.9,0.04,15.95,9.08,Pasta,3
3,0.97,0.03,21.99,9.62,Pasta,3
5,0.95,0.07,12.32,4.48,Salad,3
7,0.93,0.15,18.48,11.09,Fish,3
7,0.93,0.01,27.15,13.35,Meat,3
3,0.97,0.13,12.0,4.2,Fish,3
2,0.98,0.12,11.43,4.61,Pasta,3
7,0.93,0.14,14.58,7.59,Salad,3
5,0.95,0.02,10.02,4.36,Salad,3
1,0.99,0.2,6.88,4.02,Dessert,3
3,0.97,0.02,48.15,16.17,Meat,3
3,0.97,0.05,20.74,10.05,Pasta,3
4,0.96,0.12,23.46,11.31,Pasta,3
8,0.92,0.03,14.01,4.7,Pasta,3
3,0.97,0.08,11.48,4.45,Pasta,3
3,0.97,0.06,48.48,24.82,Fish,3
8,0.92,0.12,10.04,4.9,Salad,3
2,0.98,0.0,6.99,3.48,Dessert,3
3,0.97,0.1,35.76,15.74,Fish,3
4,0.96,0.1,19.55,6.77,Salad,3
6,0.94,0.05,15.06,8.77,Meat,3
4,0.96,0.02,12.15,4.17,Pasta,3
1,0.99,0.08,22.91,12.9,Fish,3
2,0.98,0.13,19.57,11.0,Pasta,3
4,0.96,0.13,14.93,6.83,Pasta,3
4,0.96,0.1,31.75,14.45,Fish,3
4,0.96,0.12,12.86,7.03,Salad,3
4,0.96,0.01,43.63,15.71,Fish,3
5,0.95,0.14,13.07,5.75,Salad,3
5,0.95,0.02,13.25,7.61,Salad,3
7,0.93,0.04,17.11,6.17,Pasta,3
5,0.95,0.07,6.16,3.58,Dessert,3
7,0.93,0.05,8.5,4.14,Dessert,3
2,0.98,0.04,35.99,13.03,Fish,3
3,0.97,0.02,37.46,11.7,Fish,3
3,0.97,0.12,41.24,23.27,Fish,3
7,0.93,0.03,7.56,4.15,Dessert,3
8,0.92,0.1,15.83,8.09,Fish,3
6,0.94,0.0,9.57,3.71,Dessert,3
5,0.95,0.18,22.67,9.77,Pasta,3
0,1.0,0.03,28.41,10.62,Fish,3
4,0.96,0.18,17.33,5.89,Meat,3
3,0.97,0.03,31.28,12.56,Meat,3
8,0.92,0.12,10.84,4.33,Salad,3
5,0.95,0.15,19.99,11.91,Salad,3
1,0.99,0.06,14.03,4.77,Fish,3
4,0.96,0.19,15.19,7.4,Pasta,3
4,0.96,0.01,19.95,11.73,Salad,3
8,0.92,0.01,18.06,7.64,Pasta,3
9,0.91,0.06,16.3,7.96,Pasta,3
4,0.96,0.09,12.65,6.95,Salad,3
6,0.94,0.16,5.92,2.94,Dessert,3
5,0.95,0.06,8.86,2.85,Dessert,3
4,0.96,0.18,18.87,7.84,Meat,3
6,0.94,0.18,9.8,5.74,Dessert,3
8,0.92,0.09,22.11,7.17,Pasta,3
5,0.95,0.13,6.6,2.87,Dessert,3
3,0.97,0.12,7.66,4.44,Dessert,3
8,0.92,0.2,6.56,3.76,Dessert,3
3,0.97,0.15,37.52,22.24,Meat,3
6,0.94,0.07,24.61,8.62,Fish,3
4,0.96,0.17,15.36,5.8,Salad,3
6,0.94,0.01,45.14,25.1,Meat,3
4,0.96,0.01,48.71,22.1,Meat,3
1,0.99,0.0,6.15,2.31,Dessert,3
1,0.99,0.18,8.95,5.33,Dessert,3
0,1.0,0.17,10.95,5.48,Salad,3
4,0.96,0.19,11.87,3.6,Salad,3
5,0.95,0.07,41.03,21.11,Fish,3
3,0.97,0.14,20.96,11.52,Pasta,3
3,0.97,0.03,41.62,19.09,Fish,3
6,0.94,0.01,15.93,6.67,Pasta,3
4,0.96,0.04,17.07,5.78,Pasta,3
3,0.97,0.01,43.19,14.55,Fish,3
5,0.95,0.03,14.0,6.1,Pasta,3
5,0.95,0.06,10.29,3.7,Pasta,3
5,0.95,0.1,5.54,2.6,Dessert,3
1,0.99,0.08,10.25,4.45,Salad,3
5,0.95,0.01,31.18,16.95,Meat,3
2,0.98,0.12,24.11,8.11,Fish,3
2,0.98,0.19,39.07,15.91,Meat,3
3,0.97,0.17,7.39,4.28,Dessert,3
6,0.94,0.11,11.13,5.8,Pasta,3
4,0.96,0.05,20.58,7.27,Meat,3
4,0.96,0.03,21.69,9.88,Pasta,3
5,0.95,0.07,21.71,7.87,Pasta,3
6,0.94,0.19,10.38,5.81,Salad,3
4,0.96,0.03,13.41,6.51,Fish,3
8,0.92,0.08,43.91,25.8,Meat,3
11,0.89,0.03,29.28,16.72,Meat,3
5,0.95,0.02,17.17,9.36,Salad,3
3,0.97,0.12,20.67,11.01,Meat,3
2,0.98,0.18,29.51,13.97,Meat,3
5,0.95,0.03,19.07,7.71,Fish,3
6,0.94,0.01,25.01,14.38,Meat,3
4,0.96,0.2,18.33,9.13,Pasta,3
4,0.96,0.1,43.9,25.42,Fish,3
5,0.95,0.19,13.38,4.19,Salad,3
0,1.0,0.0,49.49,18.36,Meat,3
4,0.96,0.1,20.38,8.08,Pasta,3
1,0.99,0.14,22.73,11.61,Pasta,3
6,0.94,0.14,7.58,3.17,Dessert,3
1,0.99,0.18,34.61,20.58,Fish,3
3,0.97,0.1,17.63,8.44,Fish,3
8,0.92,0.16,14.92,7.92,Pasta,3
6,0.94,0.15,19.84,6.6,Meat,3
3,0.97,0.18,27.93,14.07,Meat,3
7,0.93,0.12,40.68,13.38,Meat,3
4,0.96,0.17,15.5,7.56,Salad,3
4,0.96,0.0,10.8,4.29,Salad,3
2,0.98,0.09,46.51,20.26,Meat,3
2,0.98,0.1,12.3,6.95,Salad,3
2,0.98,0.17,43.83,24.51,Fish,3
3,0.97,0.06,21.45,12.77,Pasta,3
8,0.92,0.11,6.65,2.69,Dessert,3
4,0.96,0.07,26.56,13.41,Meat,3
5,0.95,0.13,18.49,9.8,Salad,3
5,0.95,0.03,24.98,13.14,Fish,3
4,0.96,0.16,18.58,8.52,Salad,3
5,0.95,0.08,24.47,10.49,Fish,3
6,0.94,0.08,43.94,16.0,Meat,3
6,0.94,0.06,9.62,3.0,Dessert,3
3,0.97,0.1,9.64,3.1,Dessert,3
4,0.96,0.19,24.9,11.68,Pasta,3
6,0.94,0.15,22.71,8.35,Pasta,3
2,0.98,0.09,33.85,18.17,Fish,3
4,0.96,0.08,21.75,7.28,Fish,3
7,0.93,0.18,22.12,12.5,Meat,3
2,0.98,0.13,31.06,9.57,Fish,3
5,0.95,0.06,37.31,17.3,Fish,3
6,0.94,0.03,9.94,4.11,Dessert,3
5,0.95,0.13,14.33,8.45,Pasta,3
4,0.96,0.06,9.29,4.12,Dessert,3
5,0.95,0.09,42.07,15.91,Fish,3
7,0.93,0.05,16.62,9.35,Fish,3
0,1.0,0.13,18.24,7.01,Fish,3
6,0.94,0.16,28.52,14.99,Meat,3
7,0.93,0.04,21.7,12.56,Meat,3
7,0.93,0.09,16.78,6.88,Salad,3
7,0.93,0.09,17.36,8.93,Fish,3
2,0.98,0.05,15.23,6.78,Salad,3
5,0.95,0.15,17.02,9.36,Salad,3
4,0.96,0.18,8.92,3.93,Dessert,3
4,0.96,0.07,16.56,6.13,Salad,3
5,0.95,0.07,14.49,8.45,Salad,3
5,0.95,0.11,23.01,12.49,Pasta,3
4,0.96,0.18,22.02,12.22,Fish,3
6,0.94,0.1,43.71,22.31,Fish,3
5,0.95,0.04,24.69,8.38,Pasta,3
2,0.98,0.09,7.6,3.79,Dessert,3
3,0.97,0.04,24.67,9.65,Fish,3
4,0.96,0.19,14.42,6.15,Salad,3
0,1.0,0.19,19.79,8.48,Salad,3
2,0.98,0.17,22.99,12.54,Meat,3
2,0.98,0.04,33.87,16.53,Meat,3
5,0.95,0.03,24.23,9.32,Fish,3
3,0.97,0.15,29.53,12.62,Fish,3
0,1.0,0.19,43.43,23.04,Meat,3
6,0.94,0.12,8.17,4.18,Dessert,3
5,0.95,0.08,19.44,9.52,Salad,3
6,0.94,0.17,27.29,14.16,Meat,3
2,0.98,0.12,14.64,7.96,Salad,3
3,0.97,0.01,23.26,13.05,Pasta,3
2,0.98,0.13,18.67,5.89,Salad,3
1,0.99,0.08,25.72,9.62,Meat,3
5,0.95,0.04,35.3,17.93,Fish,3
6,0.94,0.16,20.13,11.95,Pasta,3
4,0.96,0.13,31.5,12.22,Meat,3
6,0.94,0.04,14.64,7.4,Salad,3
2,0.98,0.01,11.14,4.94,Salad,3
5,0.95,0.01,38.3,18.44,Meat,3
5,0.95,0.02,17.85,7.3,Fish,3
2,0.98,0.04,11.6,6.27,Salad,3
3,0.97,0.15,19.64,6.08,Salad,3
6,0.94,0.03,11.31,4.61,Pasta,3
3,0.97,0.04,11.91,6.98,Pasta,3
8,0.92,0.19,34.22,16.44,Fish,3
5,0.95,0.17,42.18,25.29,Meat,3
7,0.93,0.06,20.71,11.76,Meat,3
8,0.92,0.17,10.86,4.11,Salad,3
3,0.97,0.01,32.64,12.5,Meat,3
4,0.96,0.0,19.91,8.73,Pasta,3
4,0.96,0.13,20.67,11.69,Meat,3
5,0.95,0.06,37.12,12.9,Fish,3
4,0.96,0.14,17.89,10.02,Pasta,3
5,0.95,0.11,37.9,17.23,Meat,3
6,0.94,0.06,19.84,6.62,Fish,3
5,0.95,0.05,48.76,18.37,Meat,3
7,0.93,0.17,31.74,14.01,Fish,3
7,0.93,0.19,30.35,18.0,Meat,3
0,1.0,0.11,49.33,27.63,Fish,3
5,0.95,0.13,17.14,5.21,Pasta,3
1,0.99,0.02,16.22,7.67,Salad,3
7,0.93,0.16,37.63,17.75,Fish,3
8,0.92,0.1,30.63,11.94,Fish,3
4,0.96,0.02,15.6,9.19,Salad,3
7,0.93,0.18,9.87,5.26,Dessert,3
4,0.96,0.1,13.0,7.42,Salad,3
6,0.94,0.07,8.79,3.09,Dessert,3
4,0.96,0.12,36.59,13.17,Fish,3
9,0.91,0.16,38.03,17.79,Fish,3
0,1.0,0.14,37.2,12.98,Meat,3
4,0.96,0.19,18.12,7.51,Fish,3
3,0.97,0.0,17.21,10.05,Pasta,3
6,0.94,0.01,42.48,15.56,Meat,3
5,0.95,0.07,16.12,6.48,Meat,3
5,0.95,0.18,18.27,5.63,Meat,3
3,0.97,0.19,30.24,14.09,Fish,3
6,0.94,0.13,41.37,13.71,Meat,3
8,0.92,0.06,16.33,7.48,Fish,3
3,0.97,0.02,15.96,5.83,Salad,3
3,0.97,0.09,11.19,4.57,Salad,3
5,0.95,0.05,16.04,7.49,Salad,3
4,0.96,0.13,19.65,7.76,Salad,3
4,0.96,0.14,47.44,24.37,Meat,3
3,0.97,0.02,18.41,7.14,Fish,3
9,0.91,0.06,6.35,2.01,Dessert,3
5,0.95,0.08,38.44,14.59,Meat,3
4,0.96,0.15,23.54,12.21,Pasta,3
3,0.97,0.09,11.83,4.75,Pasta,3
6,0.94,0.14,13.17,5.59,Salad,3
6,0.94,0.1,42.28,20.84,Fish,3
3,0.97,0.04,19.16,10.11,Salad,3
3,0.97,0.06,34.63,19.06,Meat,3
8,0.92,0.09,18.56,6.98,Salad,3
7,0.93,0.01,24.26,8.67,Fish,3
8,0.92,0.08,23.6,11.51,Pasta,3
5,0.95,0.11,16.91,7.56,Meat,3
6,0.94,0.19,20.24,11.66,Meat,3
5,0.95,0.05,12.2,6.25,Pasta,3
3,0.97,0.19,18.16,8.74,Pasta,3
3,0.97,0.03,19.77,8.17,Salad,3
7,0.93,0.13,22.53,12.42,Pasta,3
2,0.98,0.2,41.07,18.36,Fish,3
7,0.93,0.02,12.08,4.28,Pasta,3
4,0.96,0.16,18.55,10.67,Meat,3
3,0.97,0.06,23.21,11.66,Pasta,3
2,0.98,0.09,27.0,10.2,Meat,3
6,0.94,0.01,8.37,3.49,Dessert,3
4,0.96,0.01,18.59,8.77,Fish,3
1,0.99,0.11,48.09,17.96,Fish,3
1,0.99,0.01,17.1,6.75,Salad,3
3,0.97,0.12,8.49,3.96,Dessert,3
4,0.96,0.14,14.25,6.7,Pasta,3
8,0.92,0.04,14.91,6.93,Salad,3
2,0.98,0.18,42.23,20.67,Meat,3
3,0.97,0.1,8.43,3.96,Dessert,3
3,0.97,0.05,39.23,19.35,Meat,3
10,0.9,0.0,9.94,3.96,Dessert,3
6,0.94,0.19,7.23,3.45,Dessert,3
7,0.93,0.11,19.75,10.09,Salad,3
7,0.93,0.18,15.41,5.98,Pasta,3
6,0.94,0.16,23.38,10.11,Pasta,3
3,0.97,0.13,17.19,6.18,Salad,3
5,0.95,0.18,20.23,9.69,Fish,3
5,0.95,0.14,17.25,9.52,Salad,3
7,0.93,0.11,35.38,17.72,Meat,3
2,0.98,0.19,9.92,5.41,Dessert,3
4,0.96,0.08,6.83,2.53,Dessert,3
6,0.94,0.19,48.69,27.69,Fish,3
6,0.94,0.12,16.75,9.72,Fish,3
8,0.92,0.08,43.75,16.19,Fish,3
4,0.96,0.05,17.57,7.89,Salad,3
1,0.99,0.2,11.13,5.24,Salad,3
5,0.95,0.01,46.38,14.27,Fish,3
6,0.94,0.11,15.29,8.11,Salad,3
3,0.97,0.06,29.02,9.21,Meat,3
4,0.96,0.0,37.61,20.56,Meat,3
3,0.97,0.11,16.06,8.64,Meat,3
8,0.92,0.08,12.2,6.01,Salad,3
4,0.96,0.17,12.15,5.84,Salad,3
5,0.95,0.16,13.57,4.49,Salad,3
5,0.95,0.14,16.54,7.56,Salad,3
4,0.96,0.08,16.98,9.04,Salad,3
1,0.99,0.06,20.84,8.45,Pasta,3
5,0.95,0.06,15.91,7.85,Salad,3
4,0.96,0.06,17.18,6.79,Salad,3
5,0.95,0.12,18.34,10.66,Fish,3
9,0.91,0.1,44.84,17.24,Meat,3
6,0.94,0.12,18.79,9.0,Meat,3
5,0.95,0.11,38.5,12.03,Fish,3
4,0.96,0.2,7.27,2.43,Dessert,3
4,0.96,0.05,40.47,15.87,Meat,3
1,0.99,0.16,18.87,7.56,Salad,3
7,0.93,0.15,17.75,6.23,Salad,3
6,0.94,0.12,20.9,9.09,Fish,3
5,0.95,0.19,34.65,12.26,Fish,3
8,0.92,0.05,7.31,2.83,Dessert,3
7,0.93,0.02,9.24,3.67,Dessert,3
7,0.93,0.12,13.83,6.93,Salad,3
5,0.95,0.11,27.34,11.67,Meat,3
5,0.95,0.02,48.94,16.31,Fish,3
4,0.96,0.18,13.48,5.29,Pasta,3
9,0.91,0.19,29.06,15.81,Meat,3
3,0.97,0.08,40.48,22.42,Fish,3
8,0.92,0.11,8.59,3.86,Dessert,3
6,0.94,0.16,10.55,4.89,Pasta,3
2,0.98,0.11,16.0,8.87,Pasta,3
8,0.92,0.09,9.01,3.05,Dessert,3
7,0.93,0.17,12.27,6.52,Salad,3
